Company name,NSE Symbol,Market Cap,Categorization
SAFA SYSTEMS & TECHNOLOGIES LIMITED,,,Small Cap
"RAS RESORTS & APART HOTELS LTD.,",,,Small Cap
"NIRAV COMMERCIALS LTD.,",,,Small Cap
AJCON GLOBAL SERVICES LTD.,,,Small Cap
LERTHAI FINANCE LIMITED,,,Small Cap
Kumar Autocast Limited,,,Small Cap
TELESYS SOFTWARE LTD.,,,Small Cap
TULIP STAR HOTELS LTD.,,,Small Cap
CREATIVE MERCHANTS LIMITED,,,Small Cap
ACE MEN ENGG WORKS LIMITED,,,Small Cap
NEELKANTH LIMITED,,,Small Cap
DHYAANI TILE AND MARBLEZ LIMITED,,,Small Cap
"TPI INDIA LTD.,",,,Small Cap
INLAND PRINTERS LTD.,,,Small Cap
NATURO INDIABULL LIMITED,,,Small Cap
Bihariji Ispat Udyog Limited,,,Small Cap
INDUS FINANCE LIMITED,,,Small Cap
CELLA SPACE LIMITED,,,Small Cap
"ADVANCE PETROCHEMICALS LTD.,",,,Small Cap
SURYA INDUSTRIAL CORPORATION LTD.,,,Small Cap
MRC AGROTECH LIMITED,,,Small Cap
DAPS ADVERTISING LIMITED,,,Small Cap
PRATIBHA INDUSTRIES LTD.,,,Small Cap
ADOR MULTIPRODUCTS LTD,,,Small Cap
ASCENSIVE EDUCARE LIMITED,,,Small Cap
SREE CHEM RESINS LTD,,,Small Cap
SOUTH ASIAN ENTEPRISES LTD.,,,Small Cap
SIDDHARTH EDUCATION SERVICES LIMITED,,,Small Cap
PHYTO CHEM (INDIA) LTD.,,,Small Cap
DECIPHER LABS LIMITED,,,Small Cap
FRUITION VENTURE LIMITED,,,Small Cap
S. M. GOLD LIMITED,,,Small Cap
Bharat Ekansh Limited,,,Small Cap
NEERAJ PAPER MARKETING LIMITED,,,Small Cap
RAJKAMAL SYNTHETICS LTD.,,,Small Cap
FRONTLINE CORPORATION LIMITED,,,Small Cap
GILADA FINANCE & INVESTMENTS LTD.,,,Small Cap
INDO COTSPIN LIMITED,,,Small Cap
"KAKATIYA TEXTILES LTD.,",,,Small Cap
GLOBE COMMERCIALS LIMITED,,,Small Cap
SVS VENTURES LIMITED,,,Small Cap
"KUNSTSTOFFE INDUSTRIES LTD.,",,,Small Cap
APT PACKAGING LTD,,,Small Cap
CONART ENGINEERS LTD.,,,Small Cap
RADHA MADHAV CORPORATION LTD.,,,Small Cap
7NR RETAIL LIMITED,,,Small Cap
KAMANWALA HOUSING CONSTRUCTION LTD,,,Small Cap
SRU STEELS LIMITED,,,Small Cap
COCHIN MALABAR ESTATES & INDUS. LTD,,,Small Cap
SQUARE FOUR PROJECTS INDIA LIMITED,,,Small Cap
KIDUJA  INDIA  LTD,,,Small Cap
PRISM FINANCE LTD.,,,Small Cap
SHREE METALLOYS LIMITED,,,Small Cap
BLOOM INDUSTRIES LTD,,,Small Cap
"BOMBAY WIRE ROPES LTD.,",,,Small Cap
Buy Right Impex Limited,,,Small Cap
PRISM MEDICO AND PHARMACY LTD.,,,Small Cap
SANGAM HEALTH CARE PRODUCTS LTD.,,,Small Cap
SIEL FINANCIAL SERVICES LTD.,,,Small Cap
AMRAPALI FINCAP LIMITED,,,Small Cap
HARISH TEXTILE ENGINEERS LIMITED,,,Small Cap
POLYMAC THERMOFORMERS LIMITED,,,Small Cap
ARCL ORGANICS LTD,,,Small Cap
SHREE KARTHIK PAPERS LTD.,,,Small Cap
PRADHIN LIMITED,,,Small Cap
VIRAT LEASING LIMITED,,,Small Cap
"WILLARD INDIA LTD.,",,,Small Cap
ABIRAMI FINANCIAL SERVICES (INDIA),,,Small Cap
SAMTEX FASHIONS LTD.,,,Small Cap
HISAR SPINNING MILLS LTD,,,Small Cap
TELOGICA LIMITED,,,Small Cap
LIME CHEMICALS LTD.,,,Small Cap
"TRANS-FREIGHT CONTAINERS LTD.,",,,Small Cap
VISHVPRABHA VENTURES LIMITED,,,Small Cap
INDUCTO STEELS LTD.,,,Small Cap
MARGO FINANCE LIMITED,,,Small Cap
RAJ PACKAGING INDUSTRIES LTD.,,,Small Cap
INDO EURO INDCHEM LIMITED,,,Small Cap
AKM CREATIONS LIMITED,,,Small Cap
"JAI MATA GLASS LTD.,",,,Small Cap
Anglo-French Drugs & Industries Limited,,,Small Cap
FRANKLIN LEASING AND FINANCE LIMITED,,,Small Cap
SUPER FINE KNITTERS LIMITED,,,Small Cap
SOLID STONE COMPANY LTD.,,,Small Cap
MEYER APPAREL LIMITED,,,Small Cap
KHOOBSURAT LTD.,,,Small Cap
SATRA PROPERTIES(INDIA) LTD,,,Small Cap
SHREE VATSAA FINANCE & LEASING LTD.,,,Small Cap
FEDDERS ELECTRIC AND ENGINEERING LIMITED,,,Small Cap
KJMC CORPORATE ADVISORS (INDIA) LTD.,,,Small Cap
AJEL LIMITED,,,Small Cap
DARSHAN ORNA LIMITED,,,Small Cap
PVV INFRA LIMITED,,,Small Cap
TULASEE BIO-ETHANOL LTD.,,,Small Cap
STERLING GREEN  WOODS  LIMITED,,,Small Cap
Starlite Global Enterprises (India) Limited,,,Small Cap
EAST COAST STEEL LTD,,,Small Cap
SANBLUE CORPORATION LIMITED,,,Small Cap
NYSSA CORPORATION LIMITED,,,Small Cap
VENTURA TEXTILES LTD.,,,Small Cap
N.D.METAL INDUSTRIES LTD,,,Small Cap
MANSI FINANCE (CHENNAI) LTD,,,Small Cap
Laffan Software Limited,,,Small Cap
HELPAGE FINLEASE LTD.,,,Small Cap
SHALIMAR AGENCIES LIMITED,,,Small Cap
BOTHRA METALS & ALLOYS LIMITED,,,Small Cap
ECONO TRADE (INDIA) LIMITED,,,Small Cap
CIL SECURITIES LTD.,,,Small Cap
VANI COMMERCIALS LIMITED,,,Small Cap
SAI INDUSTRIES LTD.,,,Small Cap
KAPIL RAJ FINANCE LTD.,,,Small Cap
PALM JEWELS LIMITED,,,Small Cap
BFL ASSET FINVEST LIMITED,,,Small Cap
HOWARD HOTELS LIMITED,,,Small Cap
"PREMIER CAPITAL SERVICES LTD.,",,,Small Cap
VAXFAB ENTERPRISES LIMITED,,,Small Cap
HARI GOVIND INTERNATIONAL LTD.,,,Small Cap
GLANCE FINANCE LTD.,,,Small Cap
CITIZEN INFOLINE LTD.,,,Small Cap
"CONTINENTAL CHEMICALS LTD.,",,,Small Cap
ALEXANDER STAMPS AND COIN LIMITED,,,Small Cap
BNR UDYOG LTD.,,,Small Cap
INTEGRATED CAPITAL SERVICES LTD,,,Small Cap
AROMA ENTERPRISES (INDIA) LTD.,,,Small Cap
SHIRPUR GOLD REFINERY LTD.,,,Small Cap
PADAM COTTON YARNS LTD.,,,Small Cap
CRANE INFRASTRUCTURE LIMITED,,,Small Cap
ESSAR SECURITIES LIMITED,,,Small Cap
HATHWAY BHAWANI CABLETEL & DATACOM,,,Small Cap
BKV INDUSTRIES LTD.,,,Small Cap
ECS BIZTECH LIMITED,,,Small Cap
AJWA FUN WORLD & RESORTS LTD,,,Small Cap
SWITCHING TECHNOLOGIES GUNTHER LTD.,,,Small Cap
SRI NACHAMMAI COTTON MILLS LTD.,,,Small Cap
TRINITY LEAGUE INDIA LIMITED,,,Small Cap
"TRADE WINGS LTD.,",,,Small Cap
SIBAR AUTO PARTS LTD.,,,Small Cap
NOVATEOR RESEARCH LABORATORIES LIMITED,,,Small Cap
SABOO BROTHERS LTD.,,,Small Cap
TRIVENI ENTERPRISES LIMITED,,,Small Cap
IB INFOTECH ENTERPRISES LTD,,,Small Cap
SHANTIDOOT INFRA SERVICES LIMITED,,,Small Cap
JAY MAHESH INFRAVENTURES LTD.,,,Small Cap
UNIFINZ CAPITAL INDIA LIMITED,,,Small Cap
SWARNA SECURITIES LTD.,,,Small Cap
EASTERN GASES LIMITED,,,Small Cap
INTERNATIONAL HOUSING FINANCE CORPO,,,Small Cap
SAGAR PRODUCTIONS LIMITED,,,Small Cap
MANRAJ HOUSING FINANCE LTD.,,,Small Cap
PANTH INFINITY LIMITED,,,Small Cap
MIDAS INFRA TRADE LIMITED,,,Small Cap
ACI INFOCOM LTD.,,,Small Cap
BIL ENERGY SYSTEMS LIMITED,,,Small Cap
AMRAPALI CAPITAL AND FINANCE SERVICES LIMITED,,,Small Cap
JETMALL SPICES AND MASALA LIMITED,,,Small Cap
GANON PRODUCTS LIMITED,,,Small Cap
MID INDIA INDUSTRIES LIMITED,,,Small Cap
YORK EXPORTS LTD.,,,Small Cap
SUJALA TRADING & HOLDINGS LTD.,,,Small Cap
CHOTHANI FOODS LIMITED,,,Small Cap
GTN TEXTILES LTD. (FORMERLY KNOWN AS GTN INDUSTRIES LTD.),,,Small Cap
SAFAL HERBS LIMITED,,,Small Cap
"KARTIK INVESTMENTS TRUST LTD.,",,,Small Cap
SOVEREIGN DIAMONDS LTD,,,Small Cap
JAIHIND SYNTHETICS LTD.,,,Small Cap
PRIMA AGRO LTD.,,,Small Cap
GENESIS IBRC INDIA LIMITED,,,Small Cap
UNIROYAL INDUSTRIES LTD,,,Small Cap
ATHENA CONSTRUCTIONS LIMITED,,,Small Cap
ENCASH ENTERTAINMENT LIMITED,,,Small Cap
NMS RESOURCES GLOBAL LIMITED,,,Small Cap
VELOX INDUSTRIES LIMITED,,,Small Cap
FUNDVISER CAPITAL (INDIA) LIMITED,,,Small Cap
CEENIK EXPORTS (INDIA) LTD.,,,Small Cap
TEJASSVI AAHARAM LIMITED,,,Small Cap
Agarwal Duplex Board Mills Limited,,,Small Cap
K K FINCORP LIMITED,,,Small Cap
R.R.FINANCIAL CONSULTANTS LTD.,,,Small Cap
IIRM HOLDINGS INDIA LIMITED,,,Small Cap
SOUTHERN LATEX LTD.,,,Small Cap
COASTAL ROADWAYS LTD.,,,Small Cap
INNOVATUS ENTERTAINMENT NETWORKS LIMITED,,,Small Cap
ELEGANT FLORICULTURE & AGROTECH (IN,,,Small Cap
PBA INFRASTRUCTURE LTD.,,,Small Cap
EVERGREEN TEXTILES LIMITED,,,Small Cap
S.P.CAPITAL FINANCING LTD.,,,Small Cap
YUVRAAJ HYGIENE PRODUCTS LTD,,,Small Cap
LADAM AFFORTABLE HOUSING LIMITED,,,Small Cap
SILVERLINE TECHNOLOGIES LTD.,,,Small Cap
PADMANABH ALLOYS & POLYMERS LTD.,,,Small Cap
SK INTERNATIONAL EXPORT LIMITED,,,Small Cap
MACRO INTERNATIONAL LIMITED,,,Small Cap
NATIONAL PLYWOOD INDUSTRIES LTD.,,,Small Cap
RAJASTHAN TUBE MFG. CO,,,Small Cap
"RAPID INVESTMENTS LTD.,",,,Small Cap
SHREE PACETRONIX LTD,,,Small Cap
ARCHANA SOFTWARE LTD.,,,Small Cap
SUGAL & DAMANI SHARE BROKERS LTD.,,,Small Cap
YURANUS INFRASTRUCTURE LTD,,,Small Cap
IYKOT HITECH TOOLROOM LTD,,,Small Cap
AMARNATH SECURITIES LTD.,,,Small Cap
SRI LAKSHMI SARASWATHI TEXTILES (AR,,,Small Cap
SUN GRANITE EXPORT LIMITED,,,Small Cap
TRINITY TRADELINK LIMITED,,,Small Cap
MODERN MALLEABLES LIMITED,,,Small Cap
ESAAR (INDIA) LTD.,,,Small Cap
DYNAMIC ARCHISTRUCTURES LIMITED,,,Small Cap
NIKS TECHNOLOGY LIMITED,,,Small Cap
VEDANT ASSET LIMITED,,,Small Cap
PAN ELECTRONICS INDIA LTD.,,,Small Cap
SURYA INDIA LIMITED,,,Small Cap
S R G SECURITIES FINANCE LIMITED,,,Small Cap
STERLING GUARANTEE & FIN. LTD,,,Small Cap
VICEROY HOTELS LTD.,,,Small Cap
RKD AGRI & RETAIL LIMITED,,,Small Cap
BILLWIN INDUSTRIES LIMITED,,,Small Cap
EMMESSAR BIOTECH & NUTRITION LTD.,,,Small Cap
"S.V. TRADING & AGENCIES LTD.,",,,Small Cap
RELIABLE VENTURES INDIA LTD,,,Small Cap
GITANJALI GEMS LTD.,,,Small Cap
QUASAR INDIA LIMITED,,,Small Cap
RAJASTHAN CYLINDERS & CONTAINERS LIMITED,,,Small Cap
OCTAVIUS PLANTATIONS LIMITED,,,Small Cap
VIVAA TRADECOM LIMITED,,,Small Cap
SPS INTERNATIONAL LTD,,,Small Cap
V R WOODART LTD,,,Small Cap
ROTOGRAPHICS (INDIA) LIMITED,,,Small Cap
International Securities Limited,,,Small Cap
EKENNIS SOFTWARE SERVICE LIMITED,,,Small Cap
"MULLER & PHIPPS (INDIA) LTD.,",,,Small Cap
PECOS HOTELS AND PUBS LIMITED,,,Small Cap
NDA SECURITIES LTD.,,,Small Cap
BCL ENTERPRISES LIMITED,,,Small Cap
HILIKS TECHNOLOGIES LIMITED,,,Small Cap
SHREE HANUMAN SUGAR & INDUSTRIES LTD.,,,Small Cap
Devrup Trading Limited,,,Small Cap
HARIYANA VENTURES LIMITED,,,Small Cap
CHITRADURGA SPINTEX LTD.,,,Small Cap
CONTINENTAL SECURITIES LIMITED,,,Small Cap
SONALIS CONSUMER PRODUCTS LIMITED,,,Small Cap
TRADEWELL HOLDINGS LIMITED,,,Small Cap
RAP MEDIA LTD.,,,Small Cap
KACHCHH MINERALS LTD.,,,Small Cap
MVL LIMITED,,,Small Cap
SAMYAK INTERNATIONAL LIMITED,,,Small Cap
PARSHWANATH CORPORATION LIMITED,,,Small Cap
"COMPUTER POINT LTD.,",,,Small Cap
SHIVA GRANITO EXPORT LIMITED,,,Small Cap
MARG TECHNO PROJECTS LIMITED,,,Small Cap
Central Cables Limited,,,Small Cap
BISIL PLAST LIMITED,,,Small Cap
NORRIS MEDICINES LTD.,,,Small Cap
DAULAT SECURITIES LTD.,,,Small Cap
DR LALCHANDANI LABS LIMITED,,,Small Cap
EON ELECTRIC LTD,,,Small Cap
OCTAWARE TECHNOLOGIES LIMITED,,,Small Cap
SHANTI GURU INDUSTRIES LIMITED,,,Small Cap
NUTECH GLOBAL LTD.,,,Small Cap
BOSTON BIO SYSTEMS LTD.,,,Small Cap
RUNEECHA TEXTILES LIMITED,,,Small Cap
VAMSHI RUBBER LTD.,,,Small Cap
JINDAL COTEX LIMITED,,,Small Cap
MAITRI ENTERPRISES LIMITED,,,Small Cap
HINDUSTAN AGRIGENETICS LTD.,,,Small Cap
PRATIKSHA CHEMICALS LTD.,,,Small Cap
INTEGRA TELECOMMUNICATION & SOFTWARE LIMITED,,,Small Cap
GAJANAN SECURITIES SERVICES LTD.,,,Small Cap
SHREE STEEL WIRE ROPES LTD.,,,Small Cap
SATHAVAHANA ISPAT LTD.,,,Small Cap
SUMERU INDUSTRIES LTD.,,,Small Cap
"C.J. GELATINE PRODUCTS LTD.,",,,Small Cap
GRADIENTE INFOTAINMENT LTD.,,,Small Cap
TARINI INTERNATIONAL LIMITED,,,Small Cap
HARMONY CAPITAL SERVICES LTD.,,,Small Cap
CONSECUTIVE INVESTMENTS & TRADING COMPANY LIMITED,,,Small Cap
"SURYAVANSHI SPINNING MILLS LTD.,",,,Small Cap
"KAPIL COTEX  LTD.,",,,Small Cap
ARYAVAN ENTERPRISE LIMITED,,,Small Cap
JASH DEALMARK LIMITED,,,Small Cap
FRANKLIN INDUSTRIES LIMITED,,,Small Cap
STERLING INTERNATIONAL ENTERPRISES LIMITED,,,Small Cap
PARMAX PHARMA LIMITED,,,Small Cap
REGENT ENTERPRISES LIMITED,,,Small Cap
"AUTOPAL INDUSTRIES LTD.,",,,Small Cap
SHARANAM INFRAPROJECT AND TRADING LIMITED,,,Small Cap
"AMFORGE INDUSTRIES LTD.,",,,Small Cap
UFM INDUSTRIES LTD,,,Small Cap
PYXIS FINVEST LIMITED,,,Small Cap
Arihant Classic Finance Limited,,,Small Cap
NATURAL BIOCON (INDIA) LIMITED,,,Small Cap
YARN SYNDICATE LTD.,,,Small Cap
BODHTREE CONSULTING LIMITED,,,Small Cap
SONI MEDICARE LIMITED,,,Small Cap
J.K.PHARMACHEM LTD.,,,Small Cap
"SHREE BHAWANI PAPER MILLS LTD.,",,,Small Cap
ACE SOFTWARE EXPORTS LTD.,,,Small Cap
MUNOTH COMMUNICATION LIMITED,,,Small Cap
MISQUITA ENGINEERING LIMITED,,,Small Cap
"MARMAGOA STEELS LTD.,",,,Small Cap
SUPERTEX INDUSTRIES LTD,,,Small Cap
LEEL ELECTRICALS LIMITED,,,Small Cap
TIMES GREEN ENERGY (INDIA) LIMITED,,,Small Cap
RGF CAPITAL MARKETS LIMITED,,,Small Cap
SEASONS TEXTILES LTD,,,Small Cap
"INDIA LEASE DEVL. LTD.,",,,Small Cap
Impala Industrial Enterprises Limited,,,Small Cap
I Secure Credit & Capital Services Limited,,,Small Cap
Kirti Investments Limited,,,Small Cap
MAHAAN FOODS LTD.,,,Small Cap
Robert Resources Limited,,,Small Cap
HEALTHY LIFE AGRITEC LIMITED,,,Small Cap
PURSHOTTAM INVESTOFIN LIMITED,,,Small Cap
JIYA ECO-PRODUCTS LIMITED,,,Small Cap
MAC HOTELS LIMITED,,,Small Cap
"ELLORA PAPER MILLS LTD.,",,,Small Cap
INANI SECURITIES LTD.,,,Small Cap
SANKHYA INFOTECH LTD.,,,Small Cap
AVASARA FINANCE LIMITED,,,Small Cap
RISHABH DIGHA STEEL AND ALLIED PROD,,,Small Cap
BERYL SECURITIES LTD,,,Small Cap
SHIVAGRICO IMPLEMENTS LTD.,,,Small Cap
KRETTO SYSCON LIMITED,,,Small Cap
VUENOW INFRATECH LIMITED,,,Small Cap
SAIANAND COMMERCIAL LIMITED,,,Small Cap
SAILANI TOURS N TRAVELS LIMITED,,,Small Cap
Steadfast Corporation Limited,,,Small Cap
MEHTA INTEGRATED FINANCE LTD.,,,Small Cap
ORIENT TRADELINK LTD.,,,Small Cap
JACKSON INVESTMENTS LIMITED,,,Small Cap
PHOTON CAPITAL ADVISORS LTD,,,Small Cap
MINOLTA FINANCE LTD.,,,Small Cap
Visisth Chay Vyapar Limited,,,Small Cap
ABATE AS INDUSTRIES LIMITED,,,Small Cap
NET PIX SHORTS DIGITAL MEDIA LIMITED,,,Small Cap
S.I.CAPITAL AND FINANCIAL SERVICES,,,Small Cap
"R.J. SHAH & CO. LTD.,",,,Small Cap
BERYL DRUGS LTD.,,,Small Cap
Sigachi Laboratories Limited,,,Small Cap
Deepjyoti Textiles Limited,,,Small Cap
SUVIDHA INFRAESTATE CORPORATION LIMITED,,,Small Cap
ABHISHEK FINLEASE LIMITED,,,Small Cap
STELLAR CAPITAL SERVICES LIMITED,,,Small Cap
SSF Limited,,,Small Cap
SHARPLINE BROADCAST LIMITED,,,Small Cap
Basant India Limited,,,Small Cap
PHOTOQUIP INDIA LTD.,,,Small Cap
SHAH FOODS LTD,,,Small Cap
UNITED LEASING & INDUSTRIES LTD,,,Small Cap
PARLE INDUSTRIES LIMITED,,,Small Cap
"AMALGAMATED ELECTRICITY CO. LTD.,",,,Small Cap
ABHINAV LEASING & FINANCE LIMITED,,,Small Cap
INDO-GLOBAL ENTERPRISES LIMITED,,,Small Cap
LIBORD FINANCE LIMITED,,,Small Cap
SIGRUN HOLDINGS LIMITED,,,Small Cap
SAWACA BUSINESS MACHINES LTD.,,,Small Cap
BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,,,Small Cap
GALLOPS ENTERPRISE  LIMITED,,,Small Cap
GCM CAPITAL ADVISORS LIMITED,,,Small Cap
BHUDEVI INFRA PROJECTS LIMITED,,,Small Cap
JINDAL LEASEFIN LIMITED,,,Small Cap
MIDWEST GOLD LTD,,,Small Cap
BHARATI DEFENCE AND INFRASTRUCTURE LTD,,,Small Cap
RAUNAQ EPC INTERNATIONAL LIMITED,,,Small Cap
TOKYO FINANCE LTD.,,,Small Cap
KAY POWER AND PAPER LTD,,,Small Cap
PARENTERAL DRUG (INDIA) LTD.,,,Small Cap
LIPPI SYSTEMS LTD.,,,Small Cap
FRONTIER CAPITAL LIMITED,,,Small Cap
VCU DATA MANAGEMENT LIMITED,,,Small Cap
MANBRO INDUSTRIES LIMITED,,,Small Cap
Samyak Corporation Limited,,,Small Cap
RISA INTERNATIONAL LIMITED,,,Small Cap
TARAI FOODS LTD.,,,Small Cap
CAMSON BIO TECHNOLOGIES LTD,,,Small Cap
VSD CONFIN LTD.,,,Small Cap
COLINZ LABORATORIES LTD.,,,Small Cap
TRIDENT TOOLS LIMITED,,,Small Cap
MILLENNIUM ONLINE SOLUTIONS (INDIA) LTD,,,Small Cap
TAMILNADU STEEL TUBES LTD.,,,Small Cap
SARUP INDUSTRIES LIMITED,,,Small Cap
AMRAWORLD AGRICO LTD.,,,Small Cap
AHMEDABAD STEELCRAFT LTD.,,,Small Cap
ASIAN WAREHOUSING LIMITED,,,Small Cap
ADLINE CHEM LAB LIMITED,,,Small Cap
JHANDEWALAS FOODS LIMITED,,,Small Cap
DUKE OFFSHORE LTD.,,,Small Cap
"DECCAN BEARINGS LTD.,",,,Small Cap
AAYUSH FOOD AND HERBS LIMITED,,,Small Cap
KUWER INDUSTRIES LTD.,,,Small Cap
MIVEN MACHINE TOOLS LTD.,,,Small Cap
MUKAT PIPES LIMITED,,,Small Cap
UNITY INFRAPROJECTS LIMITED,,,Small Cap
TREND ELECTRONICS LIMITED,,,Small Cap
PASARI SPINNING MILLS LTD.,,,Small Cap
ABC GAS (INTERNATIONAL) LTD.,,,Small Cap
VIRGO GLOBAL LIMITED,,,Small Cap
STERLING POWERGENSYS LIMITED,,,Small Cap
RESURGERE MINES & MINERALS INDIA LIMITED,,,Small Cap
SELLWIN TRADERS LIMITED,,,Small Cap
Jagat Trading Enterprises Limited,,,Small Cap
UNITED INTERACTIVE LIMITED,,,Small Cap
KOTIA ENTERPRISES LIMITED,,,Small Cap
"DALAL STREET INVESTMENTS LTD.,",,,Small Cap
TAVERNIER RESOURCES LIMITED,,,Small Cap
"STONE INDIA LTD.,",,,Small Cap
KASHYAP TELE-MEDICINES LIMITED,,,Small Cap
CUBICAL FINANCIAL SERVICES LTD.,,,Small Cap
Crescent Finstock Limited,,,Small Cap
CONFIDENCE FINANCE AND TRADING LIMITED,,,Small Cap
Hardoli Paper Mills Limited,,,Small Cap
"SVARAJ TRADING & AGENCIES LTD.,",,,Small Cap
CONSTRONICS INFRA LIMITED,,,Small Cap
GOLECHHA GLOBAL FINANCE LTD.,,,Small Cap
NIJJER AGRO FOOD LTD.,,,Small Cap
JAMES HOTELS LTD.,,,Small Cap
ALLIED COMPUTERS INTERNATIONAL (ASIA) LIMITED,,,Small Cap
SYMBIOX INVESTMENT & TRADING CO. LTD.,,,Small Cap
RANDER CORPORATION LTD.,,,Small Cap
JYOTIRGAMYA ENTERPRISES LIMITED,,,Small Cap
MEHTA SECURITIES LTD.,,,Small Cap
SUN RETAIL LIMITED,,,Small Cap
JONJUA OVERSEAS LIMITED,,,Small Cap
NOUVEAU GLOBAL VENTURES LIMITED,,,Small Cap
"GUJARAT INVESTA LTD.,",,,Small Cap
NARAINGARH SUGAR MILLS LTD.,,,Small Cap
SIMPLEX MILLS COMPANY LIMITED,,,Small Cap
OCTAL CREDIT CAPITAL LTD.,,,Small Cap
VASUDHAGAMA ENTERPRISES LIMITED,,,Small Cap
U. P. Asbestos Limited,,,Small Cap
Shakumbhri Pulp & Paper Mills Limited,,,Small Cap
"SHREE MANUFACTURING CO. LTD.,",,,Small Cap
VXL INSTRUMENTS LTD.,,,Small Cap
UNIMERS INDIA LTD.,,,Small Cap
LORDS ISHWAR HOTELS LIMITED,,,Small Cap
RICH UNIVERSE NETWORK LTD,,,Small Cap
NPR FINANCE LTD.,,,Small Cap
Radico Khaitan Finance Limited,,,Small Cap
MADHUSUDAN SECURITIES LTD,,,Small Cap
SHRI BHOLANATH CARPETS LIMITED,,,Small Cap
ANJANI FINANCE LTD,,,Small Cap
VKJ INFRADEVELOPERS LIMITED,,,Small Cap
MODERN ENGINEERING AND PROJECTS LIMITED,,,Small Cap
AVON MERCANTILE LTD.,,,Small Cap
UNITED CREDIT LTD.,,,Small Cap
CHADHA PAPERS LTD.,,,Small Cap
VALUE INDUSTRIES LIMITED,,,Small Cap
KUSH INDUSTRIES LIMITED,,,Small Cap
"BHAGWATI OXYGEN LTD.,",,,Small Cap
SURYACHAKRA POWER CORPORATION LTD.,,,Small Cap
TAAZA INTERNATIONAL LIMITED,,,Small Cap
FLORA CORPORATION LIMITED,,,Small Cap
JOY REALTY LIMITED,,,Small Cap
NAVIGANT CORPORATE ADVISORS LIMITED,,,Small Cap
MOUNT HOUSING AND INFRASTRUCTURE LIMITED,,,Small Cap
RAMSONS PROJECTS LTD.,,,Small Cap
NAGARJUNA AGRITECH LTD.,,,Small Cap
INDO-CITY INFOTECH LTD.,,,Small Cap
CHD DEVELOPERS LTD,,,Small Cap
GLITTEK GRANITES LTD.,,,Small Cap
SPICE ISLANDS APPARELS LTD.,,,Small Cap
TASHI INDIA LTD.,,,Small Cap
Cremica Agro Foods Limited,,,Small Cap
SC AGROTECH LIMITED,,,Small Cap
EURO LEDER FASHION LTD.,,,Small Cap
ASIA PACK LTD.,,,Small Cap
CDG PETCHEM LIMITED,,,Small Cap
AVI PRODUCTS INDIA LIMITED,,,Small Cap
BINDAL EXPORTS LIMITED,,,Small Cap
"PRABHU STEEL INDUSTRIES LTD.,",,,Small Cap
MILESTONE GLOBAL LIMITED,,,Small Cap
SUBHASH SILK MILLS LTD.,,,Small Cap
KONARK SYNTHETICS  LTD,,,Small Cap
ANS LIMITED,,,Small Cap
ALKA SECURITIES LTD.,,,Small Cap
TRANSPACT ENTERPRISES LIMITED,,,Small Cap
PEETI SECURITIES LTD.,,,Small Cap
IITL PROJECTS LIMITED,,,Small Cap
Hillridge Investments Limited,,,Small Cap
SUDAL INDUSTRIES LIMITED,,,Small Cap
Operational Energy Group India Limited,,,Small Cap
PANAFIC INDUSTRIALS LTD,,,Small Cap
TRANWAY TECHNOLOGIES LIMITED,,,Small Cap
Ranjan Polysters Limited,,,Small Cap
SANTOSH FINE-FAB LTD.,,,Small Cap
DELTA INDUSTRIAL RESOURCES LIMITED,,,Small Cap
HINDUSTAN APPLIANCES LTD,,,Small Cap
SHOORA DESIGNS LIMITED,,,Small Cap
SITA ENTERPRISES LTD.,,,Small Cap
BANGALORE FORT FARMS LIMITED,,,Small Cap
RETRO GREEN REVOLUTION LIMITED,,,Small Cap
IMEC SERVICES LIMITED,,,Small Cap
KKALPANA PLASTICK LIMITED,,,Small Cap
AA PLUS TRADELINK LIMITED,,,Small Cap
ANKA INDIA LTD.,,,Small Cap
A.F. ENTERPRISES LIMITED,,,Small Cap
RAMASIGNS INDUSTRIES LIMITED,,,Small Cap
JD ORGOCHEM LTD.,,,Small Cap
LWS KNITWEAR LTD,,,Small Cap
MUZALI ARTS LIMITED,,,Small Cap
DHANADA CORPORATIN LIMITED,,,Small Cap
DQ ENTERTAINMENT (INTERNATIONAL) LIMITED,,,Small Cap
Genesis Developers And Holdings Limited,,,Small Cap
BLOOM DEKOR LTD.,,,Small Cap
GOWRA LEASING & FINANCE LTD.,,,Small Cap
GARWARE SYNTHETICS LTD.,,,Small Cap
AMS POLYMERS LIMITED,,,Small Cap
KORE FOODS LIMITED,,,Small Cap
HINDUSTAN BIO SCIENCES LTD.,,,Small Cap
INTERLINK PETROLEUM LTD.,,,Small Cap
GOYAL ASSOCIATES LTD.,,,Small Cap
MONIND LIMITED,,,Small Cap
JOINTECA EDUCATION SOLUTIONS LIMITED,,,Small Cap
RUSHABH PRECISION BEARINGS LTD.,,,Small Cap
TRITON CORP. LTD.,,,Small Cap
SANCHAY FINVEST LTD,,,Small Cap
RAMGOPAL POLYTEX LTD,,,Small Cap
ARUNIS ABODE LIMITED,,,Small Cap
DISHA RESOURCES LIMITED,,,Small Cap
STEP TWO CORPORATION LTD.,,,Small Cap
THIRDWAVE FINANCIAL INTERMEDIARIES,,,Small Cap
